iter	Logloss
435	0.1470577962
436	0.1470385806
437	0.1469881772
438	0.1469663465
439	0.1469461875
440	0.1469129551
441	0.1468778202
442	0.1468552112
443	0.1468244622
444	0.1468057558
445	0.1467929926
446	0.1467643105
447	0.146712098
448	0.146678526
449	0.1466665993
450	0.1466450541
451	0.1465900613
452	0.1465250333
453	0.1464946404
454	0.1464738864
455	0.1464665314
456	0.146440403
457	0.146395768
458	0.1463686026
459	0.1463524937
460	0.146327563
461	0.1463252442
462	0.1463095848
463	0.1462946958
464	0.1462683589
465	0.1462545698
466	0.1462341529
467	0.1461977876
468	0.1461606291
469	0.1461346009
470	0.1461309527
471	0.1461040853
472	0.1460952753
473	0.1460780029
474	0.1460498234
475	0.1460229822
476	0.1460160972
477	0.1459965082
478	0.1459654552
479	0.1459260615
480	0.1458981166
481	0.1458846566
482	0.1458244097
483	0.1458085052
484	0.1457771864
485	0.1457111441
486	0.1456904295
487	0.1456749533
488	0.1456251617
489	0.1456014166
490	0.1455975169
491	0.1455799535
492	0.1455717212
493	0.1455516473
494	0.1455227359
495	0.1455163378
496	0.1454952637
497	0.1454870477
498	0.1454719025
499	0.1454448889
500	0.1454182023
501	0.1453756869
502	0.1453571628
503	0.1453202095
504	0.1452973812
505	0.1452908342
506	0.1452689423
507	0.1452478922
508	0.1452336966
509	0.1452054938
510	0.1451904617
511	0.1451738657
512	0.1451456886
513	0.1451044901
514	0.1450815833
515	0.1450443142
516	0.1449992399
517	0.1449736004
518	0.1449516673
519	0.1449328666
520	0.1449249705
521	0.1448898747
522	0.1448640079
523	0.1448486488
524	0.1448134986
525	0.144795173
526	0.1447750412
527	0.1447513766
528	0.1447336734
529	0.1447008579
530	0.1446750236
531	0.1446192762
532	0.1445886663
533	0.1445732128
534	0.1445183282
535	0.1445017185
536	0.1444777732
537	0.1444614477
538	0.144442786
539	0.1444366472
540	0.1444274558
541	0.1443987862
542	0.1443823656
543	0.1443506806
544	0.1443143979
545	0.1442944166
546	0.1442708784
547	0.1442604183
548	0.1442334159
549	0.1442089676
550	0.1441849528
551	0.1441637456
552	0.1441504159
553	0.1441360269
554	0.1441083045
555	0.1440949472
556	0.1440800163
557	0.1440463293
558	0.1440214453
559	0.1439992306
560	0.1439946149
561	0.1439618673
562	0.1439280147
563	0.1438788381
564	0.1438593292
565	0.1438460826
566	0.1438306642
567	0.1438050346
568	0.1437886908
569	0.1437649885
570	0.1437528037
571	0.1437101281
572	0.1436997983
573	0.1436833079
574	0.1436633678
575	0.1436570712
576	0.14363012
577	0.1436171093
578	0.1435862512
579	0.1435745015
580	0.1435686115
581	0.1435382854
582	0.1435046878
583	0.1434891147
584	0.1434238258
585	0.1433972965
586	0.1433769249
587	0.1433505932
588	0.1433193976
589	0.1432910648
590	0.1432664847
591	0.1432535631
592	0.1432256927
593	0.1432162261
594	0.1431966151
595	0.1431733813
596	0.143147901
597	0.1431338778
598	0.14311247
599	0.1430952291
600	0.1430415592
601	0.1430309266
602	0.1430121497
603	0.1429917108
604	0.1429704103
605	0.1429376021
606	0.1429109408
607	0.1428782187
608	0.1428647899
609	0.1428410077
610	0.1428238997
611	0.1428011192
612	0.1427855938
613	0.1427630524
614	0.1427473282
615	0.1427292982
616	0.1426783335
617	0.1426578243
618	0.1426533198
619	0.1426156812
620	0.1425708732
621	0.1425431527
622	0.1425186039
623	0.1425130197
624	0.1424904576
625	0.1424638687
626	0.1424396084
627	0.1424237995
628	0.1424080926
629	0.1423804742
630	0.1423760952
631	0.142356128
632	0.1423178764
633	0.142299382
634	0.1422817837
635	0.1422571693
636	0.1422250115
637	0.1422051045
638	0.142192775
639	0.1421289336
640	0.142088618
641	0.1420678755
642	0.1420475583
643	0.14202257
644	0.141994609
645	0.1419615158
646	0.1419505012
647	0.1419305198
648	0.1419120116
649	0.1418946094
650	0.1418868451
651	0.1418496337
652	0.1418410318
653	0.1418316863
654	0.1418144486
655	0.1417983416
656	0.1417699175
657	0.1417356576
658	0.1417254253
659	0.1417139298
660	0.1416861008
661	0.1416715565
662	0.1416595868
663	0.1416449872
664	0.1416319958
665	0.1415918384
666	0.1415752709
667	0.141561182
668	0.1415445773
669	0.1415310635
670	0.1415162081
671	0.1414984805
672	0.14146965
673	0.141426289
674	0.1414021483
675	0.1413848781
676	0.1413605518
677	0.1413348154
678	0.1413231608
679	0.1413052843
680	0.1412843274
681	0.1412791084
682	0.141265952
683	0.1412624471
684	0.141243429
685	0.1412143602
686	0.1411900559
687	0.1411756007
688	0.1411637847
689	0.1411441265
690	0.1411116503
691	0.1410917519
692	0.1410625432
693	0.1410472175
694	0.1410435353
695	0.1410239017
696	0.1409949479
697	0.14097907
698	0.1409721228
699	0.1409493095
700	0.140937331
701	0.1409069519
702	0.1408983844
703	0.1408727119
704	0.1408599675
705	0.1408525229
706	0.1408417942
707	0.1408371659
708	0.140788661
709	0.1407654548
710	0.1407407157
711	0.1407228825
712	0.1407048297
713	0.1406958169
714	0.1406288618
715	0.1406152244
716	0.1405937693
717	0.1405755951
718	0.1405657133
719	0.1405622389
720	0.1405244767
721	0.1405035806
722	0.1404899063
723	0.1404695155
724	0.1404443989
725	0.1404259009
726	0.1404034141
727	0.1403783251
728	0.1403555861
729	0.1403240749
730	0.1403100072
731	0.1402830318
732	0.1402711869
733	0.1402612864
734	0.1402435321
735	0.1402429018
736	0.1402191904
737	0.1401669928
738	0.1401556095
739	0.140122835
740	0.1401067107
741	0.1400910186
742	0.1400788651
743	0.1400684359
744	0.140041873
745	0.1400320883
746	0.1399911415
747	0.139960829
748	0.1399317374
749	0.1398978829
750	0.1398777114
751	0.1398650883
752	0.1398401685
753	0.1398155988
754	0.139790401
755	0.1397778799
756	0.1397593612
757	0.1397212879
758	0.1397146073
759	0.1396863806
760	0.139678431
761	0.1396708036
762	0.1396495782
763	0.1396290685
764	0.1396173878
765	0.139585175
766	0.13957617
767	0.1395568517
768	0.139531582
769	0.1395207664
770	0.1394932629
771	0.139472891
772	0.1394604627
773	0.1394375401
774	0.1394251796
775	0.1394025158
776	0.1393848791
777	0.1393776159
778	0.1393632243
779	0.1393425975
780	0.1393229509
781	0.1393123481
782	0.1392884767
783	0.1392851869
784	0.1392620232
785	0.1392284878
786	0.1391971579
787	0.1391720962
788	0.1391443118
789	0.1391267112
790	0.1390884639
791	0.1390720444
792	0.1390498688
793	0.1390462809
794	0.1390423252
795	0.1390225064
796	0.1390197645
797	0.1389899135
798	0.1389718742
799	0.1389631866
800	0.1389487709
801	0.1389303848
802	0.1388927235
803	0.1388767451
804	0.1388589542
805	0.1388394437
806	0.1388246867
807	0.1388036339
808	0.1387768327
809	0.1387603771
810	0.1387380038
811	0.1387121542
812	0.1386949218
813	0.1386782284
814	0.1386659679
815	0.1386447454
816	0.138629861
817	0.1386133028
818	0.1385867462
819	0.1385557199
820	0.1385437806
821	0.1385293899
822	0.138520783
823	0.1385000907
824	0.1384811127
825	0.138456801
826	0.1384434715
827	0.13841784
828	0.1384048334
829	0.138393477
830	0.1383506083
831	0.1383218115
832	0.1383050146
833	0.1382799999
834	0.1382649069
835	0.1382552467
836	0.1382345091
837	0.1382004917
838	0.1381872514
839	0.1381693002
840	0.1381621654
841	0.1381359625
842	0.1381261495
843	0.1381033834
844	0.1380929596
845	0.1380749417
846	0.1380724504
847	0.1380524993
848	0.1380365113
849	0.1379945521
850	0.1379734084
851	0.1379527559
852	0.1379437882
853	0.1379266927
854	0.1379062202
855	0.1378948544
856	0.1378906461
857	0.1378773264
858	0.1378561852
859	0.1378355993
860	0.1378188302
861	0.1378047017
862	0.1377900257
863	0.1377737147
864	0.1377663623
865	0.137757607
866	0.1377486861
867	0.1377450206
868	0.1377173469
869	0.1377089407
870	0.1376995141
871	0.1376620613
872	0.1376490577
873	0.1376357638
874	0.1376131394
875	0.1375839955
876	0.1375634615
877	0.1375372947
878	0.1375072612
879	0.1374750744
880	0.1374412462
881	0.1374337208
882	0.1374118318
883	0.137389867
884	0.1373778126
885	0.1373584287
886	0.1373459272
887	0.1373149233
888	0.1373067396
889	0.1372971616
890	0.1372738482
891	0.1372693124
892	0.1372338697
893	0.1372194519
894	0.1371920644
895	0.1371769685
896	0.1371489963
897	0.1371276824
898	0.1371237115
899	0.1371144544
900	0.13709285
901	0.1370662812
902	0.1370368968
903	0.1370293317
904	0.1370184377
905	0.1369997913
906	0.1369927278
907	0.136942328
908	0.1369352701
909	0.1369119829
910	0.1368905899
911	0.136877036
912	0.1368548924
913	0.1368374469
914	0.1368220701
915	0.1368104203
916	0.1368024296
917	0.1367946587
918	0.1367684854
919	0.1367439001
920	0.1367022893
921	0.1366868786
922	0.1366809612
923	0.1366643059
924	0.1366604221
925	0.1366572948
926	0.1366313869
927	0.136610194
928	0.136593397
929	0.1365793273
930	0.1365681518
931	0.1365458834
932	0.1365360004
933	0.1365135111
934	0.1365029054
935	0.1364839531
936	0.1364750775
937	0.1364626816
938	0.1364464844
939	0.136417574
940	0.1364043149
941	0.1363787373
942	0.1363579701
943	0.1363451325
944	0.1363345017
945	0.1363091149
946	0.1362994999
947	0.1362853065
948	0.1362845854
949	0.1362611234
950	0.1362575713
951	0.1362500128
952	0.1362343988
953	0.1361911677
954	0.1361830427
955	0.1361626643
956	0.1361485617
957	0.1361353155
958	0.1361299983
959	0.1361225999
960	0.1361126239
961	0.1361104918
962	0.1360998283
963	0.1360908234
964	0.1360901325
965	0.1360857032
966	0.1360679293
967	0.1360660566
968	0.136049069
969	0.1360341135
970	0.1360152341
971	0.1359979819
972	0.1359849328
973	0.1359611717
974	0.1359514391
975	0.1359281706
976	0.1359231189
977	0.135914925
978	0.1358942407
979	0.1358789862
980	0.1358690113
981	0.1358624166
982	0.1358391645
983	0.1358371946
984	0.135819251
985	0.1358157478
986	0.1358001583
987	0.1357881889
988	0.135781274
989	0.1357777948
990	0.1357375017
991	0.1357341459
992	0.1357133454
993	0.1357009921
994	0.135691367
995	0.1356829123
996	0.1356559872
997	0.1356406939
998	0.1356249342
999	0.1356107021
